Carbohydrate:,Fat,saturates,Salt (g),Protein g,Energy (kcal),Energy kg/kcal,Dietary fibre,Of which saturates,Carbohydrates:,Energy kcal,Carbohydrates,(kcal),Protein:,Carbohydrate g,Energy kJ,monounsaturates,Saturates,Energy value,Energy:,kcal,Proteins,Total Omega  3,reviews,Fiber,name,starch,Fibre (g),Protein,Protein (g),item_code,Energy  kJ,Mono unsaturates,and EPA,Energy (kJ),Trans Fat,price,Carbohydrate,Of which Sugars,Fibre,Carbohydrates (g),polyunsaturates,Country of Origin,sugars,unit,Energy,Total fat,Fibre g,Fat:,Polyunsaturates,Monounsaturates,rating,Polyols,Fat (g),Of which Saturates,Salt,Sodium,mono unsaturates,url,Energy kJ/kcal,Sugars,Starch,Of which sugars,Fat g,Salt g,Total Sugars,Salt:,Fats
,11.2g,,,,,,,,,211kcal,,,,,,,2.1g,,,,,,3,,Sainsbury's Deliciously Free From Pacific Salmon Fishcakes 270g,,,11.1g,,7873588,,,,,,£2.40/unit,15.5g,,2.0g,,,Produced in United Kingdom; Produced using Salmon caught in the North East or North West Pacific Ocean using gillnets and similar nets.,,unit,883kJ,,,,2.3g,5.8g,3.6667,,,,0.52g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-free-from-pacific-salmon-fishcake-270g,,0.8g,14.8g,,,,,,
,10.8g,,,,,,,,,242kcal,,,,,,,1.0g,,,,,,1,,Sainsbury's Breaded Plaice Fillets x2 300g,,,13.6g,,7918962,,,,,,£3.00/unit,22.3g,,0.7g,,,Produced in United Kingdom,,unit,1016kJ,,,,3.1g,6.2g,3.0,,,,0.81g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1234210&urlRequestType=Base&categoryId=13351&catalogId=10237&langId=44,,1.5g,20.9g,,,,,,
,9.4g,,,,,,,,,244kcal,,,,,,,0.7g,,,,,,1,,Sainsbury's Breaded Cod x 2 300g,,,13.4g,,7944956,,,,,,£1.95/unit,26.0g,,0.8g,,,"Produced in United Kingdom; Produced using cod caught by hooks and lines or trawls in the NE Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island)",,unit,1023kJ,,,,2.4g,5.6g,1.0,,,,0.90g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1255032&urlRequestType=Base&categoryId=13351&catalogId=10237&langId=44,,1.2g,24.7g,,,,,,
,9.1g,,,,,,,,,220kcal,,,,,,,0.6g,,,,,,0,,Sainsbury's Southern Fried Cod Goujons 200g,,,14.3g,,7853656,,,,,,£2.25/unit,20.0g,,0.7g,,,"Produced in United Kingdom; Caught in North-East Atlantic; Produced using cod caught in the North East Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island) using hooks and lines or trawls.",,unit,924kJ,,,,2.3g,5.4g,0.0,,,,0.85g,,,https://www.sainsburys.co.uk/shop/gb/groceries/fishcakes-breaded-fish/sainsburys-southern-fried-cod-goujons-200g,,0.8g,19.1g,,,,,,
,9.3g,,,,,,,,,216kcal,,,,,,,0.8g,,,,,,0,,Sainsbury's Battered Cod & Chips 400g,,,8.6g,,7933617,,,,,,£3.25/unit,23.6g,,1.9g,,,"Produced in United Kingdom; Produced using cod caught using hooks and lines or trawls in the North East Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen and Bear Island)",,unit,907kJ,,,,2.9g,4.9g,0.0,,,,0.63g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1243674&urlRequestType=Base&categoryId=13351&catalogId=10237&langId=44,,0.6g,23.0g,,,,,,
,12.3g,,,,,,,,,204kcal,,,,,,,2.0g,,,,,,1,,Sainsbury's Mild Smoked Salmon 100g,,,22.2g,,7916746,,,,,,£3.10/unit,1.1g,,0g,,,Produced in United Kingdom; Farmed in Scotland; Produced from farmed Scottish ( UK) Atlantic Salmon ( Salmo salar),,unit,851kJ,,,,3.8g,5.7g,2.0,,,,3.27g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1220602&urlRequestType=Base&categoryId=369359&catalogId=10123&langId=44,,<0.5g,,,,,,,
,12.3g,,,,,,,,,204kcal,,,,,,,2.0g,,,,,,2,,Sainsbury's Mild Smoked Salmon 200g,,,22.2g,,7916893,,,,,,£5.75/unit,1.1g,,0g,,,Packed in United Kingdom; Farmed in Scotland; Produced from Farmed ( UK) Atlantic Salmon ( Salmo salar),,unit,851kJ,,,,3.8g,5.7g,4.0,,,,3.27g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1220714&urlRequestType=Base&categoryId=369359&catalogId=10123&langId=44,,<0.5g,,,,,,,
,8.7g,,,,,,,,,176kcal,,,,,,,1.5g,,,,,,2,,Sainsbury's Smoked Salmon Trimmings 100g,,,22.9g,,7918161,,,,,,£2.50/unit,1.4g,,<0.5g,,,Packed in United Kingdom; Farmed in Scotland; Produced from Farmed ( UK ) Atlantic Salmon ( Salmo salar),,unit,737kJ,,,,2.7g,4.0g,2.5,,,,3.67g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1224060&urlRequestType=Base&categoryId=369359&catalogId=10123&langId=44,,<0.5g,,,,,,,
,<0.5g,,,,,,,,,62kcal,,,,,,,<0.1g,,,,,,7,,Sainsbury's King Prawns 150g,,,14.1g,,7549868,,,,,,£2.60/unit,<0.5g,,<0.5g,,,Packed in United Kingdom,,unit,262kJ,,,,<0.1g,<0.1g,3.7143,,,,1.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-king-prawns-155g,,<0.5g,,,,,,,
,2.5g,,,,,,,,,107kcal,,,,,,,0.2g,,,,,,12,,Sainsbury's Seafood Sticks x16 250g,,,8.2g,,6031477,,,,,,£1.30/unit,12.8g,,<0.5g,,,Produced in Lithuania,,unit,450kJ,,,,,,2.8333,,,,2.13g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-seafood-sticks-x16-250g,,7.5g,,,,,,,
,23.2g,,,,,,,,,300kcal,,,,,,,4.6g,,,,,,15,,"Sainsbury's British Smoked Boneless Mackerel, Taste the Difference (approx. 140g)",,,21.1g,,7335077,,,,,,£22.00/kg,1.4g,,<0.5g,,,Produced in United Kingdom,,kg,1245kJ,,,,6.7g,10.8g,4.4,,,,1.53g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-smoked-mackerel--boneless--taste-the-difference-%28approx-130g%29,,<0.5g,,,,,,,
,23.8g,,,,,,,,,304kcal,,,,,,,5.1g,,,,,,9,,Sainsbury's British Hot Smoked Peppered Mackerel Fillets x2 (approx. 280g),,,20.2g,,20022,,,,,,£14.00/kg,1.9g,,<0.5g,,,Produced in United Kingdom; Caught in United Kingdom,,kg,1260kJ,,,,6.1g,11.3g,4.3333,,,,1.55g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-hot-smoked--peppered-mackerel-fillets-x2-%28approx-250g%29,,<0.5g,,,,,,,
,14.4g,,,,,,,,,240kcal,,,,,,,2.4g,,,,,,17,,Sainsbury's Sweet Chilli Roast Salmon Fillets x2 180g (Ready to eat),,,24.4g,,7629539,,,,,,£4.75/unit,3.2g,,<0.5g,,,Packed in United Kingdom; Farmed in Scotland; Produced from Scottish ( UK) Atlantic Farmed Fish ( Salmon salar),,unit,1003kJ,,,,4.4g,7.0g,4.1176,,,,1.83g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-hot-smoked-sweet-chilli-salmon-180g,,3.0g,,,,,,,
,1.4g,,,,,,,,,6.6g,,,,,,,,,,,,,5,,Young's Seafood Sticks x16 200g,,,6.9g,,7515320,,,,,,£1.30/unit,22.1g,,0.0g,,,,,unit,544kJ,,,,,,3.0,,,,1.8g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/youngs-seafood-sticks-200g,,,,,,,,,
,10.3g,,,,,,,,,196kcal,,,,,,,1.5g,,,,,,15,,Sainsbury's Scottish Smoked Salmon Sandwich Slices 100g,,,24.2g,,1297058,,,,,,£3.95/unit,1.1g,,1.1g,,,"Produced in Scotland, United Kingdom; Farmed in Scotland; Produced using Farmed ( UK ) Atlantic Salmon ( Salmo salar)",,unit,820kJ,,,,3.3g,5.1g,3.8667,,,,3.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-smoked-salmon-sandwich-pack-100g,,0g,,,,,,,
,3.5g,,,,,,,,,104kcal,,,,,,,0.4g,,,,,,4,,Sainsbury's Chilli & Coriander King Prawns 150g,,,17.7g,,7515640,,,,,,£3.00/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Produced using king prawns farmed in Thailand or Vietnam,,unit,436kJ,,,,,,3.5,,,,0.90g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-chilli---coriander-king-prawns-150g,,<0.5g,,,,,,,
,<0.5g,,,,,,,,,61kcal,,,,,,,<0.1g,,,,,,5,,Sainsbury's Peeled Prawns 150g,,,14.1g,,7800721,,,,,,£2.75/unit,<0.5g,,<0.5g,,,Packed in United Kingdom; Caught in North-West Atlantic,,unit,260kJ,,,,<0.1g,0.2g,3.6,,,,1.40g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-msc-peeled-prawns-150g,,<0.5g,,,,,,,
,1.0g,,,,,,,,,75kcal,,,,,,,0.4g,,,,,,12,,Sainsbury's Seafood Selection 200g,,,15.2g,,7515634,,,,,,£3.25/unit,1.3g,,<0.5g,,,Produced in United Kingdom,,unit,318kJ,,,,,,3.25,,,,1.30g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-seafood-selection-225g,,<0.5g,,,,,,,
,22.2g,,,,,,,,,284kcal,,,,,,,4.9g,,,,,,7,,Sainsbury's British Smoked Mackerel Fillets Selection (approx. 180g),,,20.8g,,79686,,,,,,£18.00/kg,<0.5g,,<0.5g,,,Produced in United Kingdom,,kg,1181kJ,,,,,,3.8571,,,,1.98g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-smoked-mackerel-fillets-selection-%28approx-220g%29,,<0.5g,,,,,,,
,13.9g,,,,,,,,,219kcal,,,,,,,2.2g,,,,,,10,,Sainsbury's Steamed Salmon Fillets x2 180g (Ready to eat),,,22.6g,,7630975,,,,,,£4.60/unit,0.9g,,<0.5g,,,Produced in United Kingdom; Farmed in Scotland; Produced from Scottish ( UK) Farmed Atlantic Salmon ( Salmo salar),,unit,915kJ,,,,4.3g,6.9g,4.4,,,,0.73g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-2-steamed-salmon-fillets-180g,,<0.5g,,,,,,,
,0.6g,,,,,,,,,82kcal,,,,,,,0.5g,,,,,,7,,"Sainsbury's Large King Prawns, Taste the Difference 150g",,,18.9g,,7758317,,,,,,£3.75/unit,<0.5g,,<0.5g,,,Packed in United Kingdom; Produced using king prawns farmed in Thailand or Vietnam,,unit,346kJ,,,,,,2.5714,,,,1.27g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-cooked---peeled-prawns--taste-the-difference-150g,,<0.5g,,,,,,,
,10.3g,,,,,,,,,<0.5g),,,,,,,,787kj/188kcal,,,,,9,,Harbour Smokehouse Salmon 100g,,,20.1g,,7883086,,,,,,£2.75/unit,3.3g,,0.9g,,,,,unit,,,,,,,4.6667,,,,2.8g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/harbour-smokehouse-salmon-100g,,,,,,,,,
,2.8g,,,,,,,,,96kcal,,,,,,,0.3g,,,,,,7,,Sainsbury's King Prawns in Garlic & Parsley 150g,,,17.2g,,7628589,,,,,,£3.00/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Produced using king prawns farmed in Thailand or Vietnam,,unit,404kJ,,,,,,3.5714,,,,1.00g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-garlic---parsley-king-prawns-150g,,<0.5g,,,,,,,
,<0.5g,,,,,,,,,62kcal,,,,,,,<0.1g,,,,,,0,,Sainsbury's Large King Prawns 300g,,,14.1g,,7774402,,,,,,£5.20/unit,<0.5g,,<0.5g,,,Packed in United Kingdom,,unit,262kJ,,,,<0.1g,<0.1g,0.0,,,,1.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-large-king-prawns-300g,,<0.5g,,,,,,,
,4.8g,,,,,,,,,130kcal,,,,,,,0.9g,,,,,,7,,Sainsbury's Scottish Hot Smoked Trout Fillets 125g,,,21.0g,,6779808,,,,,,£3.50/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Produced using farmed British trout,,unit,545kJ,,,,1.3g,2.1g,3.4286,,,,1.38g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-scottish-hot-smoked-trout-fillets--taste-the-difference-125g,,<0.5g,<0.5g,,,,,,
,10.9g,,,,,,,,,196kcal,,,,,,,1.8g,,,,,,3,,"Sainsbury's Oak Smoked Scottish Salmon, Taste the Difference 100g",,,23.4g,,7916764,,,,,,£3.95/unit,0.9g,,<0.5g,,,Produced in United Kingdom; Farmed in Scotland; Produced from Farmed Scottish (UK) Atlantic salmon ( salmon salar),,unit,819kJ,,,,3.4g,5.0g,3.3333,,,,2.97g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1220608&urlRequestType=Base&categoryId=369359&catalogId=10123&langId=44,,0.6g,,,,,,,
,11.7g,,,,,,,,,277kcal,,,,,,,0.9g,,,,,,5,,Sainsbury's Lemon & Herb Breaded Cod Goujons 200g,,,14.2g,,7771948,,,,,,£2.50/unit,27.9g,,1.5g,,,"Produced in United Kingdom; Produced using cod caught in the N.E. Atlantic (Barents Sea, Iceland and Faroes Grounds, Norwegian Sea, Spitzbergen, and Bear Island) using hooks and lines or trawls.",,unit,1161kJ,,,,3.0g,7.0g,4.4,,,,0.73g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-lemon---herb-breaded-cod-goujons-200g,,2.0g,25.9g,,,,,,
,11.7g,,,,,,,,,222kcal,,,,,,,2.2g,,,,,,7,,Sainsbury's Maple & Thyme Smoked Salmon Slices 150g,,,24.1g,,7776216,,,,,,£4.50/unit,4.8g,,0.6g,,,Produced in United Kingdom; Farmed in Scotland; Produced using responsibly sourced farmed Scottish (UK) salmon.,,unit,929kJ,,,,3.3g,5.6g,4.4286,,,,0.61g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-maple---thyme-smoked-salmon-slices-150g,,2.0g,,,,,,,
,13.4g,,,,,,,,,226kcal,,,,,,,2.4g,,,,,,7,,Sainsbury's Honey Roast Salmon Portions 180g (Ready to eat),,,23.0g,,7702977,,,,,,£4.60/unit,3.4g,,0g,,,Produced in United Kingdom; Farmed in Scotland; Produced using Scottish Farmed Fish,,unit,945kJ,,,,3.6g,6.2g,3.2857,,,,0.63g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-honey-roast-salmon-portions-180g,,3.0g,,,,,,,
,7.0g,,,,,,,,,0.75g,,,,,648,,,,,,,1.36g,16,,Wild Smoked Sockeye Salmon 100g,,,22.4g,,7778848,,,0.36g,,,£6.25/unit,0.5g,,0.5g,,,,,unit,,,,,,,3.6875,,,,2.65g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/wild-smoked-sockeye-salmon-100g,,,,,,,,,
,<0.5g,,,,,,,,,80kcal,,,,,,,<0.1g,,,,,,7,,"Sainsbury's King Prawns, SO Organic 150g",,,19.3g,,7774372,,,,,,£3.75/unit,<0.5g,,<0.5g,,,Produced in United Kingdom,,unit,341kJ,,,,<0.1g,0g,4.0,,,,1.15g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-king-prawns--so-organic-150g,,<0.5g,,,,,,,
,5.8g,,,,,,,,,160kcal,,,,,,,1.0g,,,,,,2,,Sainsbury's Smoked Trout 120g,,,22.3g,,6832572,,,,,,£5.25/unit,4.5g,,0.6g,,,Produced in Scotland; Farmed in Scotland; Produced using farmed Scottish (UK) trout,,unit,674kJ,,,,1.5g,2.9g,5.0,,,,2.13g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-smoked-trout-120g,,<0.5g,,,,,,,
,3.2g,,,,,,,,,104kcal,,,,,,,0.6g,,,,,,12,,Sainsbury's Cooked Mussel Meat 150g,,,14.3g,,7770159,,,,,,£1.75/unit,4.3g,,<0.5g,,,Packed in United Kingdom; Caught in North-East Atlantic; Produced using Packed in the UK with mussels caught using dredges in the North East Atlantic Ocean within the North Sea and landed in Denmark for Sainsbury's,,unit,436kJ,,,,,,3.0,,,,1.30g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-cooked-mussel-meat-150g,,<0.5g,,,,,,,
14.0g,,,,,,,,,,12.0g,,,11.0g,,,,,,984kJ/236kcal,,,,8,,Silver Tide Roll Mop Herring 380g,,,,,7771060,,,,,,£2.00/unit,,,,,,,,unit,,,,13.0g,,,3.625,,,,2.3g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/silver-tide-roll-mop-herring-380g,,,,,,,,,
,28.9g,,,,,,,,,364kcal,,,,,,,6.6g,,,,,,6,,Sainsbury's Honey Smoked Mackerel (approx. 250g),,,20.5g,,7774024,,,,,0.1g,£14.00/kg,5.1g,,<0.5g,,,Packed in United Kingdom; Produced in United Kingdom,,kg,1509kJ,,,,8.2g,12.8g,4.5,,,,2.38g,,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/sainsburys-maple-hot-smoked-mackerel-%28approx-280g%29,,2.8g,,,,,,,
,,,,,,,,,,4g,"11,7g",,,,,,,,,,"9,4g",,11,,Vici Surimi Royal Seafood Sticks 120g,,,,,7775259,,,,,,£1.45/unit,,,,,,,,unit,365 kJ / 86 kcal,,,,,,3.6364,,,,"1,88g",,,https://www.sainsburys.co.uk/shop/gb/groceries/smoked-salmon---ready-to-eat/vici-surimi-royal-crabsticks-120g,,,,,,,,,"0,6g"
,28.6g,,,,,,,,,346kcal,,,,,,,6.5g,,,,,,4,,Sainsbury's British Hot Smoked Mackerel Fillets 140g,,,19.8g,,7916887,,,,,,£1.65/unit,2.1g,,<0.5g,,,Produced in United Kingdom,,unit,1435kJ,,,,8.5g,12.0g,4.0,,,,1.80g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1220710&urlRequestType=Base&categoryId=369359&catalogId=10123&langId=44,,<0.5g,,,,,,,
,3.5g,,,,,,,,,170kcal,,,,,,,1.6g,,,,,,3,,Sainsbury's Lean Beef Roasting Joint,,,34.2g,,7947294,,,,,,£10.00/unit,<0.5g,,<0.5g,,,"Produced in United Kingdom; Packed in United Kingdom; Produced using British or Irish Beef, British or Irish beef",,unit,719kJ,,,,0.1g,1.7g,3.6667,,,,0.15g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1260046&urlRequestType=Base&categoryId=276043&catalogId=10123&langId=44,,<0.5g,<0.5g,,,,,,
,14.3g,,,,,,,,,234kcal,,,,,,,8.2g,,,,,,4,,"Sainsbury's 30 Day Matured Fillet Steak, Taste the Difference 170g",,,26.4g,,7915770,,,,,,£5.65/unit,<0.5g,,,,,Produced in United Kingdom; Packed in United Kingdom; Produced using British Beef,,unit,978kJ,,,,0.4g,5.0g,4.0,,,,0.25g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218776&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,<0.5g,,,,,,,
,11.4g,,,,,,,,,213kcal,,,,,,,4.9g,,,,,,3,,Sainsbury's 21 Day Matured Thin Cut Sirloin Steak 155g,,,27.6g,,7915809,,,,,,£3.25/unit,<0.5g,,<0.5g,,,"Produced in United Kingdom; Packed in United Kingdom; Produced using British or Irish Beef, British or Irish beef",,unit,892kJ,,,,0.4g,5.6g,5.0,,,,0.20g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218808&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,<0.5g,<0.5g,,,,,,
,21.7g,,,,,,,,,296kcal,,,,,,,11.0g,,,,,,7,,"Sainsbury's 30 Day Matured Ribeye Steak, Taste the Difference 225g",,,25.2g,,7915744,,,,,,£5.10/unit,<0.5g,,<0.5g,,,Packed in United Kingdom; Produced in United Kingdom; Produced using British Beef,,unit,1231kJ,,,,0.6g,9.2g,2.8571,,,,0.25g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218756&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,<0.5g,,,,,,,
,14.5g,,,,,,,,,230kcal,,,,,,,7.0g,,,,,,4,,Sainsbury's 21 Day Matured Ribeye Steak 225g,,,24.8g,,7915721,,,,,,£4.30/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom; Produced using British or Irish beef,,unit,960kJ,,,,0.4g,6.4g,4.0,,,,0.20g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218744&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,<0.5g,,,,,,,
,19.0g,9.6g,,,,,,,,<0.5g,,,,,1145,8.0g,,,,,,,2,,"Sainsbury's 30 Day Matured Thin Cut Sirloin Steak, Taste the Difference 155g",,,26.0g,,7915785,,,,,,£3.60/unit,<0.5g,,<0.5g,,0.5g,,,unit,,,,,,,5.0,,,,0.25g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218788&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,,,,,,,,
,18.5g,,,,,,,,,261kcal,,,,,,,9.6g,,,,,,2,,"Sainsbury's 30 Day Matured Ribeye Steak, SO Organic 225g",,,23.4g,,7915774,,,,,,£5.50/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom; Produced using British Beef,,unit,1085kJ,,,,0.6g,7.5g,3.0,,,,0.25g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218778&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,<0.5g,,,,,,,
,6.5g,,,,,,,,,159kcal,,,,,,,3.0g,,,,,,1,,Sainsbury's 21 Day Matured Beef Fillet Steak 170g,,,25.1g,,7915896,,,,,,£4.90/unit,<0.5g,,<0.5g,,,"Produced in United Kingdom; Packed in United Kingdom; Produced using British beef, British or Irish Beef, Irish beef",,unit,667kJ,,,,0.2g,3.0g,1.0,,,,0.18g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218862&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,<0.5g,,,,,,,
,6.7g,,,,,,,,,171kcal,,,,,,,3.1g,,,,,,3,,"Sainsbury's 30 Day Matured Fillet Steak, SO Organic 170g",,,27.2g,,7915757,,,,,,£6.00/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom; Produced using British Beef,,unit,717kJ,,,,0.3g,3.0g,4.6667,,,,0.20g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218764&urlRequestType=Base&categoryId=276043&catalogId=10123&langId=44,,<0.5g,<0.5g,,,,,,
,2.8g,1.1g,,,,,,,,148,,,,,624,1.5g,,,,,,,3,,Sainsbury's 21 Day matured Beef Medallion Steak 340g,<0.5g,,30.5g,,7915754,,,,,,£5.10/unit,<0.5g,,<0.5g,,<0.1g,,<0.5g,unit,,,,,,,4.6667,,,,0.18g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218760&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,,,,,,,,
,4.2g,,,,,,,,,170kcal,,,,,,,1.6g,,,,,,6,,Sainsbury's Extra Lean Diced Beef 600g,,,32.4g,,7917066,,,,,,£4.80/unit,<0.5g,,<0.5g,,,"Produced in United Kingdom; Packed in United Kingdom; Produced using British or Irish Beef, British or Irish beef",,unit,716kJ,,,,0.2g,2.1g,3.0,,,,0.20g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1222238&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,<0.5g,,,,,,,
,4.7g,,,,,,,,,166kcal,,,,,,,2.1g,,,,,,12,,"Sainsbury's Beef Mince 5% Fat, SO Organic 400g",,,31.0g,,7917202,,,,,,£3.80/unit,<0.5g,,<0.5g,,,Packed in United Kingdom; Produced in United Kingdom; Produced using British Beef,,unit,701kJ,,,,<0.1g,2.3g,2.75,,,,0.23g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1222260&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,<0.5g,0g,,,,,,
,4.4g,,,,,,,,,168kcal,,,,,,,1.8g,,,,,,2,,Sainsbury's Extra Lean Casserole Steak 400g,,,30.1g,,7917243,,,,,,£4.00/unit,1.8g,,<0.5g,,,"Produced in United Kingdom; Packed in United Kingdom; Produced using British beef, British or Irish Beef",,unit,709kJ,,,,0.2g,2.3g,2.5,,,,0.25g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1222288&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,<0.5g,,,,,,,
,11.8g,,,,,,,,,206kcal,,,,,,,5.4g,,,,,,0,,"Sainsbury's Beef Mince 12% Fat, SO Organic 400g",,,25.0g,,7917121,,,,,,£3.00/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom; Produced using British Beef,,unit,861kJ,,,,0.2g,5.5g,0.0,,,,0.18g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1222244&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,<0.5g,,,,,,,
,4.2g,,,,,,,,,170kcal,,,,,,,1.6g,,,,,,2,,Sainsbury's Extra Lean Diced Beef 400g,,,32.4g,,7917078,,,,,,£3.70/unit,<0.5g,,<0.5g,,,"Produced in United Kingdom; Packed in United Kingdom; Produced using British or Irish Beef, British or Irish beef",,unit,716kJ,,,,0.2g,2.1g,3.0,,,,0.20g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1222240&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,<0.5g,<0.5g,,,,,,
,6.9g,,,,,,,,,196kcal,,,,,,,2.9g,,,,,,3,,"Sainsbury's Diced Beef, SO Organic 400g",,,31.6g,,7917247,,,,,,£4.00/unit,1.8g,,<0.5g,,,Produced in United Kingdom; Packed in United Kingdom; Produced from British Beef,,unit,823kJ,,,,0.2g,3.5g,2.3333,,,,0.28g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1222292&urlRequestType=Base&categoryId=276043&catalogId=10256&langId=44,,<0.5g,1.6g,,,,,,
